"ORF"	"pvalue"	"adjpvalue"	"logFC"	"pathway.id"	"pathway.name"
"lp_0168"	0.002972441100015	0.00962190193115968	0.473606825898629	"lpl01100"	"Metabolic pathways"
"lp_0169"	0.00154397006270806	0.00545003972054459	0.570756708056685	"lpl00561"	"Glycerolipid metabolism"
"lp_0169"	0.00154397006270806	0.00545003972054459	0.570756708056685	"lpl01100"	"Metabolic pathways"
"lp_0170"	0.0060029837073669	0.0177971769343238	0.481027898644397	"lpl00561"	"Glycerolipid metabolism"
"lp_0170"	0.0060029837073669	0.0177971769343238	0.481027898644397	"lpl01100"	"Metabolic pathways"
"lp_0171"	0.000205972038145352	0.000929853106090072	0.618143285426835	NA	NA
"lp_0172"	2.23747702354274e-12	2.30607891341551e-11	1.36685753276563	NA	NA
"lp_0173"	3.96864931462068e-15	5.13106435055987e-14	1.57272097337046	NA	NA
"lp_0174"	2.98955813798789e-14	3.49314680829067e-13	1.38757825888301	"lpl00052"	"Galactose metabolism"
"lp_0174"	2.98955813798789e-14	3.49314680829067e-13	1.38757825888301	"lpl00500"	"Starch and sucrose metabolism"
"lp_0174"	2.98955813798789e-14	3.49314680829067e-13	1.38757825888301	"lpl01100"	"Metabolic pathways"
"lp_0175"	4.30926532799791e-23	8.71828216821799e-22	1.78983696317377	"lpl02010"	"ABC transporters"
"lp_0176"	8.83437502096137e-19	1.42985995709634e-17	2.49672440334434	"lpl02010"	"ABC transporters"
"lp_0177"	8.76007930814199e-06	4.79718628779204e-05	1.52468524879767	"lpl02010"	"ABC transporters"
"lp_0178"	5.32982392433418e-12	5.29348421575918e-11	1.73029808014991	NA	NA
"lp_0179"	3.63503092721794e-11	3.40881655621082e-10	1.51861037758967	"lpl00500"	"Starch and sucrose metabolism"
"lp_0179"	3.63503092721794e-11	3.40881655621082e-10	1.51861037758967	"lpl01100"	"Metabolic pathways"
"lp_0184"	2.12473305393551e-14	2.52312050154842e-13	1.71504665071181	"lpl00051"	"Fructose and mannose metabolism"
"lp_0184"	2.12473305393551e-14	2.52312050154842e-13	1.71504665071181	"lpl00500"	"Starch and sucrose metabolism"
"lp_0184"	2.12473305393551e-14	2.52312050154842e-13	1.71504665071181	"lpl00520"	"Amino sugar and nucleotide sugar metabolism"
"lp_0184"	2.12473305393551e-14	2.52312050154842e-13	1.71504665071181	"lpl01100"	"Metabolic pathways"
"lp_0185"	0.00786720083543874	0.0224410363256314	0.53785573376593	"lpl00500"	"Starch and sucrose metabolism"
"lp_0185"	0.00786720083543874	0.0224410363256314	0.53785573376593	"lpl02060"	"Phosphotransferase system (PTS)"
"lp_0190"	0.000408803121939023	0.00169494273517413	-0.611599136427341	NA	NA
"lp_0192"	5.25380143801264e-05	0.000259132192822971	-0.714808616624742	NA	NA
"lp_0197"	0.00910020513779407	0.0254270437673658	0.501682719150696	NA	NA
"lp_0205"	0.0192714522277018	0.0481235692771753	0.460955540848743	NA	NA
"lp_0206"	9.29716109807666e-08	6.46952133735589e-07	0.959232280601721	NA	NA
"lp_0208"	0.0064157414313668	0.0188366936599131	-0.531067625046671	NA	NA
"lp_0209"	0.000361420280808194	0.00154540765864169	-0.606247330216988	NA	NA
"lp_0210"	4.44761662551436e-77	3.35104907818927e-75	-3.36079728901994	"lpl00430"	"Taurine and hypotaurine metabolism"
"lp_0210"	4.44761662551436e-77	3.35104907818927e-75	-3.36079728901994	"lpl00620"	"Pyruvate metabolism"
"lp_0210"	4.44761662551436e-77	3.35104907818927e-75	-3.36079728901994	"lpl00640"	"Propanoate metabolism"
"lp_0210"	4.44761662551436e-77	3.35104907818927e-75	-3.36079728901994	"lpl00680"	"Methane metabolism"
"lp_0210"	4.44761662551436e-77	3.35104907818927e-75	-3.36079728901994	"lpl01100"	"Metabolic pathways"
"lp_0210"	4.44761662551436e-77	3.35104907818927e-75	-3.36079728901994	"lpl01120"	"Microbial metabolism in diverse environments"
"lp_0210"	4.44761662551436e-77	3.35104907818927e-75	-3.36079728901994	"lpl01200"	"Carbon metabolism"
"lp_0213"	2.33632457082011e-21	4.51758335154153e-20	-2.12943510627897	NA	NA
"lp_0214"	7.87655696825636e-19	1.28434902803285e-17	-1.8815525333616	NA	NA
"lp_0215"	1.17918564229068e-08	8.94625218196227e-08	-0.967777619709005	"lpl02010"	"ABC transporters"
"lp_0217"	1.63792767519493e-12	1.72061152418314e-11	1.40138789997224	"lpl02010"	"ABC transporters"
"lp_0218"	3.44385269231757e-16	4.73259002057477e-15	1.38312661168711	"lpl02010"	"ABC transporters"
"lp_0219"	3.82851781983304e-22	7.67459764801393e-21	1.66129831404964	NA	NA
"lp_0220"	0.00340068485286832	0.0108344662934995	0.485144324729971	"lpl00480"	"Glutathione metabolism"
"lp_0220"	0.00340068485286832	0.0108344662934995	0.485144324729971	"lpl00590"	"Arachidonic acid metabolism"
"lp_0221"	0.000770832473315297	0.00295485781437531	0.53595630291049	NA	NA
"lp_0223"	0.00840255639880317	0.0238126922586056	0.47517890514413	NA	NA
"lp_0224"	9.63568064460456e-05	0.000463743660979316	0.845721147121756	NA	NA
"lp_0226"	6.46142410451688e-12	6.38833107166036e-11	1.32251368738752	"lpl00520"	"Amino sugar and nucleotide sugar metabolism"
"lp_0226"	6.46142410451688e-12	6.38833107166036e-11	1.32251368738752	"lpl01100"	"Metabolic pathways"
"lp_0228"	6.28886422081831e-06	3.53243401606375e-05	0.893412328675231	NA	NA
"lp_0231"	4.854150910629e-16	6.54711095044714e-15	1.38559031176155	NA	NA
"lp_0232"	2.10131528985042e-18	3.32708254226317e-17	1.75821627199501	"lpl00051"	"Fructose and mannose metabolism"
"lp_0232"	2.10131528985042e-18	3.32708254226317e-17	1.75821627199501	"lpl02060"	"Phosphotransferase system (PTS)"
"lp_0233"	7.55035659863801e-26	1.68342134367592e-24	1.71641994587478	"lpl00051"	"Fructose and mannose metabolism"
"lp_0239"	1.14277937138156e-28	2.83746923462354e-27	-1.93375366850211	NA	NA
"lp_0240"	5.27179226535119e-79	4.2662467036268e-77	4.46923246469875	NA	NA
"lp_0242"	4.6011734153237e-88	4.78741138689633e-86	4.24194232071226	"lpl00230"	"Purine metabolism"
"lp_0242"	4.6011734153237e-88	4.78741138689633e-86	4.24194232071226	"lpl00240"	"Pyrimidine metabolism"
"lp_0242"	4.6011734153237e-88	4.78741138689633e-86	4.24194232071226	"lpl01100"	"Metabolic pathways"
"lp_0242"	4.6011734153237e-88	4.78741138689633e-86	4.24194232071226	"lpl01110"	"Biosynthesis of secondary metabolites"
"lp_0242"	4.6011734153237e-88	4.78741138689633e-86	4.24194232071226	"lpl01130"	"Biosynthesis of antibiotics"
"lp_0255"	0.000523745560003699	0.00210676229584798	-0.759471193598591	"lpl00270"	"Cysteine and methionine metabolism"
"lp_0255"	0.000523745560003699	0.00210676229584798	-0.759471193598591	"lpl00450"	"Selenocompound metabolism"
"lp_0255"	0.000523745560003699	0.00210676229584798	-0.759471193598591	"lpl01100"	"Metabolic pathways"
"lp_0255"	0.000523745560003699	0.00210676229584798	-0.759471193598591	"lpl01110"	"Biosynthesis of secondary metabolites"
"lp_0255"	0.000523745560003699	0.00210676229584798	-0.759471193598591	"lpl01230"	"Biosynthesis of amino acids"
"lp_0259"	8.43071221178587e-20	1.43914892052751e-18	-1.58771111404136	NA	NA
"lp_0261"	0.0138917647750356	0.0367921285253972	1.18373529655829	NA	NA
"lp_0262"	1.47152440728139e-123	3.57253425545539e-121	-6.39906612740604	NA	NA
"lp_0263"	9.89231486552647e-77	7.20490266039178e-75	-4.92643283691956	"lpl00500"	"Starch and sucrose metabolism"
"lp_0271"	1.33430409158037e-05	7.12825046479977e-05	-0.842035242235195	"lpl00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"
"lp_0271"	1.33430409158037e-05	7.12825046479977e-05	-0.842035242235195	"lpl00627"	"Aminobenzoate degradation"
"lp_0271"	1.33430409158037e-05	7.12825046479977e-05	-0.842035242235195	"lpl01100"	"Metabolic pathways"
"lp_0271"	1.33430409158037e-05	7.12825046479977e-05	-0.842035242235195	"lpl01110"	"Biosynthesis of secondary metabolites"
"lp_0271"	1.33430409158037e-05	7.12825046479977e-05	-0.842035242235195	"lpl01120"	"Microbial metabolism in diverse environments"
"lp_0271"	1.33430409158037e-05	7.12825046479977e-05	-0.842035242235195	"lpl01220"	"Degradation of aromatic compounds"
"lp_0272"	1.09799536593109e-05	5.96795988696376e-05	-0.791186837303117	NA	NA
"lp_0274"	0.0023551527915518	0.00794137168138994	-0.640698819987562	NA	NA
"lp_0275"	4.41992820396155e-06	2.52155172993629e-05	-0.825399861614594	NA	NA
"lp_0282"	0.000668662830839994	0.00259969445798112	0.658232731537939	NA	NA
"lp_0283"	0.000321934882386423	0.0014012504342915	0.761102465466577	NA	NA
"lp_0284"	0.000108062252961685	0.000515537167513717	0.716381064080988	NA	NA
"lp_0285"	1.01677833771695e-10	9.04164312568859e-10	1.19901212232846	NA	NA
"lp_0286"	1.42221427814173e-74	9.71105686793651e-73	3.71515642666821	"lpl00500"	"Starch and sucrose metabolism"
"lp_0286"	1.42221427814173e-74	9.71105686793651e-73	3.71515642666821	"lpl02060"	"Phosphotransferase system (PTS)"
"lp_0289"	6.14280689718275e-11	5.59251377931013e-10	2.93796388183855	NA	NA
"lp_0291"	6.16384444611755e-06	3.47113405019764e-05	0.843489759345389	"lpl00630"	"Glyoxylate and dicarboxylate metabolism"
"lp_0291"	6.16384444611755e-06	3.47113405019764e-05	0.843489759345389	"lpl01100"	"Metabolic pathways"
"lp_0291"	6.16384444611755e-06	3.47113405019764e-05	0.843489759345389	"lpl01110"	"Biosynthesis of secondary metabolites"
"lp_0291"	6.16384444611755e-06	3.47113405019764e-05	0.843489759345389	"lpl01120"	"Microbial metabolism in diverse environments"
"lp_0291"	6.16384444611755e-06	3.47113405019764e-05	0.843489759345389	"lpl01130"	"Biosynthesis of antibiotics"
"lp_0292"	0.00340157614523599	0.0108344662934995	-0.46292445356518	NA	NA
"lp_0295"	0.0170097004604445	0.0433296194605812	-0.419359729661761	NA	NA
"lp_0298"	0.00180040652223481	0.00621467338243769	-1.38929331444603	NA	NA
"lp_0300"	0.00298347069553654	0.00964331874222981	0.617684029965157	NA	NA
"lp_0302"	3.4912053657278e-06	2.02341743345232e-05	-0.868194063063757	NA	NA
"lp_0310"	6.81709201662156e-107	1.06395328973701e-104	4.44448338127964	"lpl00430"	"Taurine and hypotaurine metabolism"
"lp_0310"	6.81709201662156e-107	1.06395328973701e-104	4.44448338127964	"lpl00620"	"Pyruvate metabolism"
"lp_0310"	6.81709201662156e-107	1.06395328973701e-104	4.44448338127964	"lpl00640"	"Propanoate metabolism"
"lp_0310"	6.81709201662156e-107	1.06395328973701e-104	4.44448338127964	"lpl00680"	"Methane metabolism"
"lp_0310"	6.81709201662156e-107	1.06395328973701e-104	4.44448338127964	"lpl01100"	"Metabolic pathways"
"lp_0310"	6.81709201662156e-107	1.06395328973701e-104	4.44448338127964	"lpl01120"	"Microbial metabolism in diverse environments"
"lp_0310"	6.81709201662156e-107	1.06395328973701e-104	4.44448338127964	"lpl01200"	"Carbon metabolism"
"lp_0311"	1.0918098527961e-10	9.65831792858089e-10	-1.57852270777376	NA	NA
"lp_0320"	1.02972357854375e-16	1.44227308917827e-15	1.63866686502604	NA	NA
"lp_0325"	6.4453872929728e-22	1.28028829410414e-20	-1.60947341634694	NA	NA
"lp_0326"	7.13638866520753e-14	8.07927939558469e-13	-1.266916643996	NA	NA
"lp_0327"	1.10013942243569e-09	9.07096089819618e-09	-1.16034345397295	NA	NA
"lp_0329"	1.31075184336717e-71	8.42350816987431e-70	-3.47308024350299	NA	NA
"lp_0331"	0.00694758761104911	0.0201868070879552	0.500595039492294	NA	NA
"lp_0334"	3.71986942078511e-12	3.7455828038781e-11	1.2589645263501	NA	NA
"lp_0335"	0.00051635486639294	0.0020816150979125	0.609249106125818	NA	NA
"lp_0343"	3.62724767115312e-05	0.00018303778663902	-0.802470873825755	"lpl02010"	"ABC transporters"
"lp_0344"	0.000506657230303652	0.00204629583773286	-0.650654589637372	"lpl02010"	"ABC transporters"
"lp_0349"	3.34752496779955e-81	2.9257368218568e-79	-4.27637884770617	NA	NA
"lp_0362"	0.000427858943913657	0.0017605871797577	-0.62971803815717	"lpl00061"	"Fatty acid biosynthesis"
"lp_0362"	0.000427858943913657	0.0017605871797577	-0.62971803815717	"lpl00620"	"Pyruvate metabolism"
"lp_0362"	0.000427858943913657	0.0017605871797577	-0.62971803815717	"lpl00640"	"Propanoate metabolism"
"lp_0362"	0.000427858943913657	0.0017605871797577	-0.62971803815717	"lpl01100"	"Metabolic pathways"
"lp_0362"	0.000427858943913657	0.0017605871797577	-0.62971803815717	"lpl01110"	"Biosynthesis of secondary metabolites"
"lp_0362"	0.000427858943913657	0.0017605871797577	-0.62971803815717	"lpl01120"	"Microbial metabolism in diverse environments"
"lp_0362"	0.000427858943913657	0.0017605871797577	-0.62971803815717	"lpl01130"	"Biosynthesis of antibiotics"
"lp_0362"	0.000427858943913657	0.0017605871797577	-0.62971803815717	"lpl01200"	"Carbon metabolism"
"lp_0362"	0.000427858943913657	0.0017605871797577	-0.62971803815717	"lpl01212"	"Fatty acid metabolism"
"lp_0363"	2.65215647869474e-06	1.56198434122588e-05	0.918962367900167	NA	NA
"lp_0364"	2.81780011604497e-07	1.86008859624117e-06	0.919335699094137	NA	NA
"lp_0367"	1.50965910563429e-09	1.22624726610072e-08	1.08073309496459	"lpl02010"	"ABC transporters"
"lp_0368"	5.46921303231377e-08	3.89258321680964e-07	0.927682362387004	"lpl02010"	"ABC transporters"
"lp_0369"	9.05903323323711e-07	5.60736193048812e-06	0.886794466650316	"lpl00480"	"Glutathione metabolism"
"lp_0371"	1.11559950410166e-141	3.48226416637445e-139	5.68264357280647	"lpl00564"	"Glycerophospholipid metabolism"
"lp_0371"	1.11559950410166e-141	3.48226416637445e-139	5.68264357280647	"lpl01110"	"Biosynthesis of secondary metabolites"
"lp_0372"	1.80773326652227e-101	2.32346893373597e-99	5.76301857253362	NA	NA
"lp_0423"	5.08117289848653e-37	1.65706907211837e-35	-4.74603786360583	"lpl02010"	"ABC transporters"
"lp_0423"	5.08117289848653e-37	1.65706907211837e-35	-4.74603786360583	"lpl02024"	"Quorum sensing"
"lp_0435"	7.53571963302617e-05	0.000365901053292493	0.894459655742392	NA	NA
"lp_0436"	3.00950893271879e-26	6.92187054525322e-25	2.1943408697768	"lpl00500"	"Starch and sucrose metabolism"
"lp_0436"	3.00950893271879e-26	6.92187054525322e-25	2.1943408697768	"lpl02060"	"Phosphotransferase system (PTS)"
"lp_0438"	1.87593025756134e-17	2.75094470655808e-16	2.28925678846774	NA	NA
"lp_0439"	9.30868062487824e-07	5.74561219360422e-06	1.66068845304942	"lpl00500"	"Starch and sucrose metabolism"
"lp_0439"	9.30868062487824e-07	5.74561219360422e-06	1.66068845304942	"lpl02060"	"Phosphotransferase system (PTS)"
"lp_0452"	0.015548694124481	0.0403011822799418	-0.51820944198244	NA	NA
"lp_0466"	0.00377486776820206	0.0118479676942664	-0.606352401302275	NA	NA
"lp_0472"	2.507519038152e-23	5.12049448445058e-22	1.71367027298999	NA	NA
"lp_0473"	0.0132296697017738	0.0353816747838138	0.459277798238827	NA	NA
"lp_0502"	3.91103903142918e-25	8.54562028367277e-24	2.13377189943963	NA	NA
"lp_0505"	3.41832691172074e-13	3.69754668421278e-12	1.4219593223272	"lpl00260"	"Glycine, serine and threonine metabolism"
"lp_0505"	3.41832691172074e-13	3.69754668421278e-12	1.4219593223272	"lpl00270"	"Cysteine and methionine metabolism"
"lp_0505"	3.41832691172074e-13	3.69754668421278e-12	1.4219593223272	"lpl01100"	"Metabolic pathways"
"lp_0505"	3.41832691172074e-13	3.69754668421278e-12	1.4219593223272	"lpl01110"	"Biosynthesis of secondary metabolites"
"lp_0505"	3.41832691172074e-13	3.69754668421278e-12	1.4219593223272	"lpl01130"	"Biosynthesis of antibiotics"
"lp_0505"	3.41832691172074e-13	3.69754668421278e-12	1.4219593223272	"lpl01200"	"Carbon metabolism"
"lp_0505"	3.41832691172074e-13	3.69754668421278e-12	1.4219593223272	"lpl01230"	"Biosynthesis of amino acids"
"lp_0506"	4.02744941176163e-10	3.41084378476712e-09	1.47439947313065	"lpl00260"	"Glycine, serine and threonine metabolism"
"lp_0506"	4.02744941176163e-10	3.41084378476712e-09	1.47439947313065	"lpl00270"	"Cysteine and methionine metabolism"
"lp_0506"	4.02744941176163e-10	3.41084378476712e-09	1.47439947313065	"lpl01100"	"Metabolic pathways"
"lp_0506"	4.02744941176163e-10	3.41084378476712e-09	1.47439947313065	"lpl01110"	"Biosynthesis of secondary metabolites"
"lp_0506"	4.02744941176163e-10	3.41084378476712e-09	1.47439947313065	"lpl01130"	"Biosynthesis of antibiotics"
"lp_0506"	4.02744941176163e-10	3.41084378476712e-09	1.47439947313065	"lpl01200"	"Carbon metabolism"
"lp_0506"	4.02744941176163e-10	3.41084378476712e-09	1.47439947313065	"lpl01230"	"Biosynthesis of amino acids"
"lp_0507"	5.58404252014677e-13	5.98094750319642e-12	1.32943749822078	NA	NA
"lp_0509"	5.74483983871527e-08	4.06228965941516e-07	1.1516072441657	NA	NA
"lp_0511"	0.00263847452501543	0.00869542509375371	-0.529765460755502	"lpl03018"	"RNA degradation"
"lp_0512"	8.36992066069087e-06	4.59504438281647e-05	-1.16954139785383	"lpl03010"	"Ribosome"
"lp_0513"	1.87225681275975e-05	9.76343946510751e-05	0.950953509806066	NA	NA
"lp_0520"	4.10263723887638e-17	5.89754103088479e-16	-1.68215011088494	"lpl03018"	"RNA degradation"
"lp_0528"	0.00114732185945476	0.00417816377151442	-1.1867586305703	"lpl00220"	"Arginine biosynthesis"
"lp_0528"	0.00114732185945476	0.00417816377151442	-1.1867586305703	"lpl01100"	"Metabolic pathways"
"lp_0528"	0.00114732185945476	0.00417816377151442	-1.1867586305703	"lpl01110"	"Biosynthesis of secondary metabolites"
"lp_0528"	0.00114732185945476	0.00417816377151442	-1.1867586305703	"lpl01130"	"Biosynthesis of antibiotics"
"lp_0528"	0.00114732185945476	0.00417816377151442	-1.1867586305703	"lpl01210"	"2-Oxocarboxylic acid metabolism"
"lp_0528"	0.00114732185945476	0.00417816377151442	-1.1867586305703	"lpl01230"	"Biosynthesis of amino acids"
"lp_0529"	0.00509394536584404	0.0154158872913701	-0.827903873801212	"lpl00220"	"Arginine biosynthesis"
"lp_0529"	0.00509394536584404	0.0154158872913701	-0.827903873801212	"lpl01100"	"Metabolic pathways"
"lp_0529"	0.00509394536584404	0.0154158872913701	-0.827903873801212	"lpl01110"	"Biosynthesis of secondary metabolites"
"lp_0529"	0.00509394536584404	0.0154158872913701	-0.827903873801212	"lpl01130"	"Biosynthesis of antibiotics"
"lp_0529"	0.00509394536584404	0.0154158872913701	-0.827903873801212	"lpl01210"	"2-Oxocarboxylic acid metabolism"
"lp_0529"	0.00509394536584404	0.0154158872913701	-0.827903873801212	"lpl01230"	"Biosynthesis of amino acids"
"lp_0530"	0.000403184386313764	0.0016780150173249	-1.01625840533827	"lpl00220"	"Arginine biosynthesis"
"lp_0530"	0.000403184386313764	0.0016780150173249	-1.01625840533827	"lpl01100"	"Metabolic pathways"
"lp_0530"	0.000403184386313764	0.0016780150173249	-1.01625840533827	"lpl01110"	"Biosynthesis of secondary metabolites"
"lp_0530"	0.000403184386313764	0.0016780150173249	-1.01625840533827	"lpl01130"	"Biosynthesis of antibiotics"
"lp_0530"	0.000403184386313764	0.0016780150173249	-1.01625840533827	"lpl01210"	"2-Oxocarboxylic acid metabolism"
"lp_0530"	0.000403184386313764	0.0016780150173249	-1.01625840533827	"lpl01230"	"Biosynthesis of amino acids"
"lp_0531"	0.000417339251597727	0.00172379256094713	-0.981179554978767	"lpl00220"	"Arginine biosynthesis"
"lp_0531"	0.000417339251597727	0.00172379256094713	-0.981179554978767	"lpl00300"	"Lysine biosynthesis"
"lp_0531"	0.000417339251597727	0.00172379256094713	-0.981179554978767	"lpl01100"	"Metabolic pathways"
"lp_0531"	0.000417339251597727	0.00172379256094713	-0.981179554978767	"lpl01110"	"Biosynthesis of secondary metabolites"
"lp_0531"	0.000417339251597727	0.00172379256094713	-0.981179554978767	"lpl01120"	"Microbial metabolism in diverse environments"
"lp_0531"	0.000417339251597727	0.00172379256094713	-0.981179554978767	"lpl01130"	"Biosynthesis of antibiotics"
"lp_0531"	0.000417339251597727	0.00172379256094713	-0.981179554978767	"lpl01210"	"2-Oxocarboxylic acid metabolism"
"lp_0531"	0.000417339251597727	0.00172379256094713	-0.981179554978767	"lpl01230"	"Biosynthesis of amino acids"
"lp_0532"	0.000696482831375366	0.00269347785231004	-0.851225554037313	"lpl00220"	"Arginine biosynthesis"
"lp_0532"	0.000696482831375366	0.00269347785231004	-0.851225554037313	"lpl01100"	"Metabolic pathways"
"lp_0532"	0.000696482831375366	0.00269347785231004	-0.851225554037313	"lpl01110"	"Biosynthesis of secondary metabolites"
"lp_0532"	0.000696482831375366	0.00269347785231004	-0.851225554037313	"lpl01130"	"Biosynthesis of antibiotics"
"lp_0532"	0.000696482831375366	0.00269347785231004	-0.851225554037313	"lpl01230"	"Biosynthesis of amino acids"
"lp_0533"	9.05235195048409e-09	6.8917731748459e-08	-1.22874654204459	NA	NA
"lp_0535"	0.000177915786832424	0.00081841261942915	0.662475049274262	NA	NA
"lp_0541"	0.00777082234857689	0.0222824761570085	-0.476949077790253	NA	NA
"lp_0550"	0.0180670365157379	0.0455848438647658	-0.508356605006828	"lpl00970"	"Aminoacyl-tRNA biosynthesis"
"lp_0558"	0.000963218807319123	0.00360088087323533	-0.7499935506448	NA	NA
"lp_0562"	0.000667856875818545	0.00259969445798112	0.606889148107435	"lpl00520"	"Amino sugar and nucleotide sugar metabolism"
"lp_0562"	0.000667856875818545	0.00259969445798112	0.606889148107435	"lpl01130"	"Biosynthesis of antibiotics"
"lp_0563"	0.00863509022853394	0.0242827183389275	0.457906653677873	NA	NA
"lp_0568"	0.0040068453194863	0.0124183787561384	-0.562934404549865	NA	NA
